Id,rating
19_8327,3.5
72_349,3.5
858_1840,4.5
133_293,4.0
189_1213,4.0
694_2762,4.0
638_231,3.5
845_1608,3.0
548_144436,4.0
850_2081,3.5
610_1206,4.0
711_1196,4.5
846_3836,3.5
983_6264,5.0
846_7004,3.5
674_2791,3.5
883_8949,3.5
775_48385,2.5
174_1270,4.0
8_1407,3.5
626_6624,3.0
865_57,4.0
832_7010,3.5
139_288,1.0
397_8529,3.5
114_54256,3.5
859_7076,1.5
243_5419,1.0
469_111659,3.0
688_380,3.5
374_141,4.0
752_1129,5.0
723_1210,4.0
796_318,4.5
844_2859,5.0
218_45722,3.0
626_938,3.0
867_7293,2.5
23_800,4.0
372_14,4.0
259_1356,3.5
938_11,3.0
355_180095,4.0
343_6333,3.5
947_780,5.0
187_2232,3.5
900_296,4.0
321_93510,3.0
581_44191,3.5
741_527,4.0
313_2987,3.5
235_364,4.0
516_104,3.5
547_36,4.0
653_71014,3.5
482_293,4.0
797_54259,1.0
561_3760,4.0
321_6863,3.0
248_99910,3.0
394_122924,3.5
997_3676,3.0
567_8937,3.5
72_671,2.5
805_2968,4.0
238_2858,4.0
601_4002,4.0
653_1081,1.0
541_76108,3.5
402_89745,3.5
440_4218,1.0
27_1962,4.0
23_2000,4.0
644_34,4.0
261_2369,3.5
779_141,4.0
155_8644,4.0
1000_8368,4.0
612_48780,4.0
735_519,3.5
216_3969,3.5
449_179819,5.0
155_3793,3.5
801_55269,4.0
406_8644,4.0
541_1211,3.5
239_21,3.5
740_778,4.0
268_2699,2.5
925_232,4.5
86_1610,4.0
419_95510,3.5
86_3114,4.0
832_1333,3.5
749_1214,3.5
509_260,4.0
846_16,3.5
61_1453,5.0
334_541,4.0
415_70,3.0
824_4007,3.0
140_292,3.5
846_2648,4.0
275_112623,4.0
84_27743,3.5
857_2617,3.0
906_159093,2.0
642_2268,3.5
548_1747,2.0
588_543,3.5
960_7360,1.0
877_4310,3.0
75_2947,4.0
572_3386,5.0
746_2858,4.0
541_147330,3.5
15_2858,3.5
847_25856,5.0
803_61240,4.5
284_37729,2.5
711_318,4.5
313_4321,3.0
702_95858,3.5
481_79132,4.5
847_231,5.0
967_608,4.0
13_745,1.0
364_2243,3.5
133_165,3.5
904_70286,4.0
983_8369,4.0
997_158872,3.5
279_5459,3.0
984_135,3.0
901_5945,3.0
626_616,3.0
811_74,4.0
132_1799,5.0
708_2443,3.5
772_103,1.0
166_2616,1.0
355_51255,4.0
797_74530,1.0
675_115210,4.0
465_4626,3.5
836_2858,4.0
38_6281,2.5
99_3578,4.5
836_1968,4.0
617_912,4.0
847_7895,5.0
526_736,3.0
944_1025,4.0
802_166024,3.5
772_18,1.0
860_1663,2.0
765_2387,3.0
427_266,3.0
649_1231,4.0
285_5016,4.0
3_187593,5.0
860_4366,2.0
626_4225,3.0
21_68157,4.0
781_60514,3.0
997_147234,3.5
632_7579,4.5
973_55765,4.5
927_1259,4.0
221_1682,3.5
695_1967,3.5
468_7137,3.0
41_736,2.0
242_8665,4.0
702_195159,3.5
894_2877,3.0
551_1220,4.0
947_3418,5.0
628_122902,1.5
955_77800,4.5
230_103,2.0
803_6999,3.5
816_1374,4.0
983_7070,4.0
450_4641,4.0
623_1210,4.0
572_2993,5.0
857_2916,3.5
572_1049,5.0
426_8947,2.5
568_4359,3.5
72_3826,2.0
871_3744,1.5
290_151317,3.5
489_99145,1.0
932_163,3.5
427_736,3.0
919_4310,3.0
426_3948,4.0
805_1544,3.0
240_1831,2.0
939_6709,5.0
459_508,3.5
386_1,3.5
828_208,2.5
626_4069,3.0
551_32,3.5
147_1644,2.0
19_6874,4.0
793_3593,1.5
390_168252,4.0
357_2096,3.0
409_32302,4.0
647_93840,4.0
109_1178,3.5
59_8970,4.0
834_50,4.0
859_356,1.5
504_1388,1.5
801_2329,4.0
653_3354,1.0
80_1127,0.5
588_4878,4.0
896_47610,4.0
255_2019,4.5
924_1196,4.5
626_6936,3.0
997_69278,3.5
694_1923,3.0
171_1208,4.0
294_57669,3.5
187_6058,5.0
120_1299,1.0
572_34162,5.0
137_1089,4.0
296_56174,4.0
187_44022,3.0
489_34048,1.0
695_2770,3.5
161_485,3.0
587_4979,3.0
159_6281,2.5
695_1405,3.0
598_5945,5.0
538_924,4.0
770_2302,3.5
19_126082,3.5
541_16,3.5
128_89745,3.5
159_34,4.0
738_49314,4.0
504_104374,3.0
580_2,3.5
76_665,4.5
84_109374,5.0
501_539,3.5
775_1196,4.5
785_3751,1.5
187_63131,3.5
608_5673,3.5
904_44004,3.5
997_40412,4.0
512_3988,2.5
446_1019,5.0
1000_2144,4.0
607_8636,2.5
450_107069,3.0
57_68954,4.0
197_7090,4.0
72_2713,1.5
230_589,4.0
893_748,3.5
408_4993,4.0
727_1210,4.0
464_316,3.5
76_55820,4.0
350_1,3.5
302_91542,3.5
340_95,3.0
494_45722,3.0
187_88237,3.5
653_98458,3.5
947_33166,5.0
997_56093,3.5
832_6538,3.5
220_3273,1.5
416_1232,5.0
752_532,5.0
324_73323,4.0
606_90249,4.0
366_357,4.0
572_1204,5.0
814_128552,3.5
572_1231,5.0
277_3524,4.0
901_1246,4.0
244_1036,4.0
803_5792,3.5
793_5378,3.0
27_2424,3.0
3_5630,5.0
547_4848,4.0
837_2071,4.0
836_1967,3.5
902_1721,3.5
817_377,3.5
798_33166,3.5
201_3176,3.0
848_6228,3.5
187_54787,3.5
472_357,4.0
886_1302,4.0
565_160,5.0
836_541,4.0
440_64620,1.0
181_33896,3.5
833_114180,3.0
147_1961,4.0
171_2593,3.0
865_3269,2.0
567_7254,3.5
166_2524,1.0
178_971,4.0
581_1127,3.5
565_173,5.0
803_1136,4.0
903_1101,3.0
939_173,5.0
772_466,1.0
19_116899,3.5
587_2427,3.0
289_116797,5.0
757_69,2.5
426_4945,2.5
997_86644,4.0
95_162578,4.5
519_153,3.0
120_3101,1.0
544_1073,1.0
77_153,3.0
321_56782,4.5
626_7198,3.0
700_88163,3.5
626_46948,3.0
1000_2571,4.0
614_337,4.0
805_551,3.5
757_4902,5.0
370_89,3.0
394_60040,3.5
174_2076,3.5
495_1225,4.0
59_3507,4.0
147_441,3.5
666_356,4.0
120_155,2.0
450_57534,3.5
414_341,5.0
978_35,3.5
187_84696,3.5
13_8622,1.0
886_608,4.0
897_5952,3.5
12_562,4.0
597_48,1.0
860_3639,2.0
72_1693,3.5
805_1265,4.0
803_3731,3.5
498_180497,3.5
847_8128,5.0
321_84954,4.0
947_55820,5.0
995_2985,1.5
832_6539,3.5
805_541,4.0
891_2533,3.0
440_2716,1.0
370_2133,4.0
983_81591,5.0
443_3334,3.5
507_3578,4.5
175_2573,1.5
768_69406,3.5
847_127130,4.0
894_2541,2.5
738_63062,5.0
851_168,3.0
397_60069,3.5
335_260,4.0
846_4957,3.5
159_54001,3.0
705_377,3.5
472_2193,4.0
939_5989,5.0
732_2919,5.0
859_34,1.5
841_587,3.0
357_64614,4.0
527_4896,3.5
548_891,2.0
57_3945,3.5
588_1219,4.5
775_47,4.0
653_4367,1.0
396_566,3.5
113_85788,3.5
902_1527,3.5
131_8010,3.5
548_79185,2.0
548_44193,2.0
651_2015,3.0
503_174055,4.0
175_2987,1.5
648_48516,4.0
355_164179,4.0
986_608,4.0
195_171763,3.5
125_5009,3.5
901_106487,3.0
242_7303,4.0
578_585,3.0
443_1077,4.5
390_79132,4.5
551_7438,4.0
187_1265,4.0
587_5025,2.0
23_2333,3.5
494_64983,3.5
626_8880,3.0
826_27660,4.0
91_106983,3.5
924_1562,2.5
847_8641,5.0
675_216,3.5
181_112552,4.0
61_1374,5.0
226_6298,3.5
519_208,2.5
643_110,4.0
859_95,1.5
724_163,3.5
23_1197,4.0
460_151695,3.5
572_6125,5.0
785_1193,1.5
891_497,4.5
171_3039,4.0
803_3489,3.0
321_8957,3.5
997_147242,3.5
588_2115,3.5
187_1261,4.0
369_4027,4.0
382_608,4.0
181_480,4.0
304_3033,4.0
997_122896,3.0
690_2857,3.0
61_2038,5.0
948_110,4.0
426_98809,4.0
626_7060,3.0
439_1198,1.5
860_2600,2.0
714_5299,4.0
357_8969,4.0
829_33794,1.5
927_2459,3.5
548_116797,2.0
650_119145,3.0
626_4874,3.0
426_48738,4.0
997_148789,3.5
649_2657,3.0
801_1653,4.0
548_3999,2.0
61_1586,5.0
561_543,3.5
847_7627,4.0
694_2073,5.0
201_480,4.0
9_593,4.5
997_135536,5.0
860_3836,2.5
939_5991,5.0
460_40815,3.5
738_1466,3.5
466_1262,4.5
836_1296,3.5
729_152081,3.5
725_1198,4.0
171_353,3.5
859_4128,1.5
227_55765,4.5
626_28,3.0
437_593,4.5
21_318,4.5
848_110102,3.0
983_6541,5.0
364_1208,4.0
307_3114,4.0
541_172429,3.5
91_1196,4.5
847_85790,4.0
47_800,4.0
653_26750,3.5
847_5008,5.0
59_168,3.0
847_1948,5.0
321_134853,4.0
321_69122,3.5
86_3102,4.0
548_54256,4.0
856_3785,2.0
248_95510,3.5
435_590,3.5
548_6959,2.0
321_73344,3.5
432_1196,4.5
529_3292,3.0
450_55805,3.5
12_3082,3.5
795_2723,2.0
714_3006,4.0
572_7802,5.0
871_1387,1.5
995_318,1.5
548_81535,4.0
734_3639,3.5
541_122890,1.0
462_7137,3.0
120_3552,1.0
43_497,5.0
715_7438,4.0
416_4558,2.5
598_3993,5.0
906_166643,4.5
864_470,3.0
847_5418,5.0
801_88125,4.0
939_2071,5.0
997_3698,3.5
775_2706,3.0
596_42738,4.0
722_4816,5.0
846_1805,3.0
296_2959,4.0
634_62,3.5
842_355,2.5
284_7293,2.5
942_4246,3.5
541_127993,3.5
626_53894,3.0
320_69757,4.0
904_133771,3.0
886_1961,4.0
193_3481,4.0
837_5679,3.5
8_1393,4.0
344_293,4.0
132_2598,4.0
526_253,3.0
901_37830,0.5
847_3219,5.0
514_81788,3.5
968_6298,3.5
984_122,3.0
548_53956,2.0
829_858,1.5
280_1949,3.5
459_2798,0.5
917_1377,1.5
243_40815,3.5
187_62718,3.5
481_6333,3.5
489_110102,1.0
599_2692,4.0
434_1,3.5
187_4887,4.0
891_934,4.0
93_33669,3.0
803_1921,4.0
864_58,3.0
601_2724,3.0
86_2571,4.0
194_858,4.5
828_34,4.0
967_158813,3.5
648_141668,3.5
805_648,3.5
948_541,4.0
345_1352,3.5
592_2694,2.5
435_2640,3.5
571_3578,4.5
751_3717,2.5
859_1911,1.5
208_119145,3.0
247_3969,3.5
343_1375,3.5
123_955,4.0
542_116823,3.0
236_433,3.5
240_1954,4.0
879_5668,4.0
447_272,3.5
492_2683,3.0
891_1301,5.0
623_1479,3.0
598_112556,5.0
284_37741,4.0
821_1394,1.0
872_1036,4.0
720_2918,4.0
551_2987,3.5
554_40732,2.5
358_139385,4.5
137_3623,3.0
469_1135,2.5
38_37729,2.5
113_4011,4.0
234_595,3.5
321_162082,3.5
839_1645,3.5
636_349,3.5
888_1136,4.0
322_1615,3.0
285_2280,4.0
847_4237,4.0
322_6157,3.0
626_4797,3.0
669_780,3.5
468_4310,3.0
408_32,3.5
598_53121,5.0
276_110,4.0
446_4855,5.0
860_2644,2.0
440_8873,1.0
171_16,3.5
609_339,3.5
984_471,3.5
548_8846,4.0
803_5633,3.5
243_79132,4.5
592_1265,4.0
896_1962,4.0
261_2808,3.5
694_2753,3.5
738_4995,4.0
909_1265,4.0
207_55765,4.5
905_5060,3.5
181_4343,3.5
394_48780,4.0
304_2474,3.5
171_3783,4.0
906_89745,3.5
146_4306,3.5
181_152077,4.0
858_6299,4.0
803_46976,3.0
983_50872,5.0
519_7714,3.5
901_6350,4.0
694_2080,4.0
4_924,4.0
84_80969,5.0
690_2947,4.0
864_484,3.0
960_1833,1.0
663_306,4.0
322_4014,4.0
997_66665,3.5
280_3306,3.5
446_2327,3.0
212_3174,1.0
983_59014,5.0
860_2710,2.0
105_100,3.0
27_1378,3.5
748_537,2.5
858_3098,4.0
217_4407,3.5
815_1784,3.5
174_858,4.5
626_3266,3.0
790_51540,3.5
801_5816,4.0
526_79,3.5
400_289,3.0
732_2492,5.0
640_1103,3.5
859_5670,4.5
431_11,3.0
729_7147,3.5
761_109487,4.0
652_7438,4.0
23_3072,3.5
489_4226,1.0
390_52328,3.5
961_1247,4.0
20_44,3.0
50_4235,3.5
927_4628,3.5
608_1200,4.0
166_594,1.0
270_2699,2.5
469_6350,4.0
61_2085,5.0
542_89745,3.5
437_3994,4.0
606_3624,4.5
426_81782,4.0
797_5816,1.0
939_4643,5.0
847_70130,4.0
357_7981,4.0
406_52458,3.0
370_435,2.5
550_3147,4.0
792_5378,3.0
636_745,4.0
25_160,2.5
294_185029,4.0
844_2657,3.0
137_1727,3.5
847_73614,5.0
639_1208,4.0
983_62434,5.0
859_6027,1.5
8_47,4.0
951_44555,4.5
493_233,4.0
547_1884,3.5
169_356,4.0
91_104913,4.0
653_76093,1.0
179_527,5.0
511_4995,4.0
496_53123,4.0
795_1333,3.5
757_8622,4.0
999_4308,3.5
469_30793,3.0
247_1246,4.0
847_4151,4.0
379_2762,4.0
828_593,4.5
626_5667,3.0
538_539,3.5
772_1265,1.0
938_1580,3.5
21_44191,3.5
551_1923,3.0
417_1196,4.5
240_2412,3.5
364_608,4.0
426_3730,4.0
541_63001,3.5
544_3408,1.0
630_2248,1.0
859_5956,1.5
848_1225,4.0
873_902,3.5
677_47,4.0
550_8961,4.0
803_3163,3.0
910_102445,3.5
810_3066,3.0
497_527,4.0
535_2943,3.5
606_129354,4.0
847_946,5.0
848_964,4.0
792_7153,4.0
399_1196,4.5
163_4748,2.5
312_2959,4.0
924_7293,2.5
768_3980,3.5
775_94959,4.0
983_457,5.0
846_2628,3.0
72_2718,3.5
172_4963,5.0
730_6155,2.0
606_6934,4.5
321_5669,3.5
612_1086,3.5
188_4975,3.5
89_21,1.5
397_34150,3.0
844_949,4.0
967_114180,3.0
958_480,4.0
474_587,3.0
514_2858,4.0
901_1288,4.0
770_1304,4.0
120_1408,1.0
519_2660,3.5
440_61024,1.0
947_4016,5.0
19_46723,3.5
406_1027,3.0
321_1608,3.0
910_3793,3.5
887_49272,4.0
840_274,3.5
825_4226,4.0
519_161,3.5
948_253,3.0
847_991,5.0
587_5464,3.0
304_50,4.0
72_2702,3.0
477_4022,4.0
477_8783,3.5
420_493,4.0
10_3863,2.5
228_586,5.0
649_260,4.0
